shipment_id,order_id,shipment_date,delivery_date,carrier,tracking_number,shipment_status,shipping_cost
SHP00003300,O00003820,2025-09-27,2025-09-29,FedEx,TRK14005297364,Delivered,79.00
SHP00003301,O00003821,2025-10-01,2025-10-05,Delhivery,TRK26450170029,Delivered,0.00
SHP00003302,O00003822,2026-06-28,2026-07-04,DTDC,TRK29328332672,Delivered,79.00
SHP00003303,O00003823,2026-05-22,,DHL,TRK17857835394,In Transit,79.00
SHP00003304,O00003824,2024-11-06,2024-11-13,DHL,TRK99027281387,Delivered,99.00
SHP00003305,O00003825,2024-01-06,2024-01-11,India Post,TRK26313885876,Delivered,149.00
SHP00003306,O00003826,2024-06-11,2024-06-16,BlueDart,TRK22729848821,Delivered,0.00
SHP00003307,O00003827,2024-02-13,2024-02-17,DHL,TRK63597019459,Delivered,79.00
SHP00003308,O00003828,2024-05-07,,BlueDart,TRK37133698210,In Transit,0.00
SHP00003309,O00003829,2024-07-23,,BlueDart,TRK67832406686,In Transit,49.00
SHP00003310,O00003830,2024-12-27,2025-01-03,BlueDart,TRK56140603589,Delivered,79.00
SHP00003311,O00003831,2025-12-17,,delhivery,TRK76335044154,In Transit,149.00
SHP00003312,O00003832,2024-08-01,,DTDC,TRK52115005451,In Transit,99.00
SHP00003313,O00003833,2026-01-13,,BlueDart,TRK77391177971,Processing,0.00
SHP00003314,O00003834,2024-12-08,2024-12-11,Delhivery,TRK43046804960,Delivered,0.00
SHP00003315,O00003835,2024-02-29,2024-03-04,Delhivery,TRK57106228539,Delivered,0.00
SHP00003316,O00003836,2025-09-26,,Delhivery,TRK22264538687,In Transit,0.00
SHP00003317,O00003837,2025-02-25,2025-02-28,FedEx,TRK93814528478,Delivered,49.00
SHP00003318,O00003838,2024-06-30,,BlueDart,TRK98647563858,Processing,79.00
SHP00003319,O00003840,2026-02-17,,BlueDart,TRK31424087787,Processing,79.00
SHP00003320,O00003841,2024-09-20,2024-09-27,India Post,TRK56253810755,Delivered,49.00
SHP00003321,O00003842,2025-08-09,2025-08-15,BlueDart,TRK94208764423,Delivered,149.00
SHP00003322,O00003843,2024-10-27,,India Post,TRK77401638720,In Transit,79.00
SHP00003323,O00003844,2024-02-03,,FedEx,TRK50344056953,In Transit,0.00
SHP00003324,O00003845,2025-01-28,2025-01-30,DHL,TRK74932219668,Delivered,99.00
SHP00003325,O00003846,2026-01-05,,FedEx,TRK70427938476,In Transit,0.00
SHP00003326,O00003847,2025-12-12,,DTDC,TRK95988525010,Processing,99.00
SHP00003327,O00003849,2026-03-26,,FedEx,TRK19516082563,Processing,99.00
SHP00003328,O00003850,2026-03-02,,DHL,TRK84903019769,Processing,49.00
SHP00003329,O00003851,2025-04-26,2025-04-28,FedEx,TRK39804199359,Delivered,99.00
SHP00003330,O00003852,2025-03-16,,India Post,TRK22279346897,In Transit,79.00
SHP00003331,O00003854,2024-06-11,2024-06-13,India Post,TRK85519607856,Delivered,79.00
SHP00003332,O00003855,2024-11-27,2024-11-30,DTDC,TRK66025202805,Delivered,49.00
SHP00003333,O00003856,2024-02-10,2024-02-16,DTDC,TRK84372209935,Delivered,49.00
SHP00003334,O00003857,2024-09-23,2024-09-26,DHL,TRK33394565643,Delivered,0.00
SHP00003335,O00003858,2025-07-21,2025-07-28,Delhivery,TRK46711628834,Delivered,0.00
SHP00003336,O00003859,2024-03-22,,BlueDart,TRK94941922593,In Transit,99.00
SHP00003337,O00003860,2026-01-19,2026-01-21,BlueDart,TRK70386992096,Delivered,49.00
SHP00003338,O00003861,2024-11-06,,India Post,TRK28303430122,Processing,79.00
SHP00003339,O00003862,2025-06-12,,DTDC,TRK51521431383,Processing,0.00
SHP00003340,O00003863,2026-06-10,2026-06-08,BlueDart,TRK10113298100,Delivered,0.00
SHP00003341,O00003864,2025-10-07,,DTDC,TRK24230218328,Processing,49.00
SHP00003342,O00003865,2025-10-29,,BlueDart,TRK71926902297,Processing,79.00
SHP00003343,O00003867,2025-03-29,,DHL,TRK93254261915,In Transit,79.00
SHP00003344,O00003868,2026-05-30,,FedEx,TRK70566251949,In Transit,0.00
SHP00003345,O00003870,invalid_date,2026-03-10,Delhivery,TRK55008768561,Delivered,49.00
SHP00003346,O99999999,2024-02-12,2024-02-16,FedEx,TRK51539813843,Delivered,49.00
SHP00003347,O00003872,2025-03-06,2025-03-09,DHL,TRK21237767747,Delivered,79.00
SHP00003348,O00003873,2025-10-16,,DHL,TRK50977437901,Processing,99.00
SHP00003349,O00003874,2025-11-11,,India Post,TRK45095475738,Processing,79.00
SHP00003350,O00003875,2024-01-24,,DHL,TRK87633291585,Processing,79.00
SHP00003351,O00003876,2025-01-15,,India Post,TRK59501171169,In Transit,149.00
SHP00003352,O00003877,2026-02-05,2026-02-12,Delhivery,TRK98319875224,Delivered,99.00
SHP00003353,O00003878,2024-07-04,2024-07-05,FedEx,TRK89193000141,Delivered,149.00
SHP00003354,O00003879,2024-10-12,,fedex,TRK92498998157,In Transit,79.00
SHP00003355,O00003880,2025-10-30,,BlueDart,TRK87052070139,Processing,99.00
SHP00003356,O00003881,2025-01-07,,DHL,TRK26736791419,Processing,99.00
SHP00003357,O00003882,2026-02-10,2026-02-13,DHL,TRK13509054543,Delivered,79.00
SHP00003358,O00003884,2024-12-01,,DTDC,TRK12274991689,Processing,0.00
SHP00003359,O00003885,2026-01-18,2026-01-23,Delhivery,TRK18291877254,Delivered,79.00
SHP00003360,O00003886,2025-04-11,,FedEx,TRK70800788347,Processing,0.00
SHP00003361,O00003887,2026-04-15,2026-04-20,FedEx,TRK32895453807,Delivered,0.00
SHP00003362,O00003888,2024-04-16,,DHL,TRK98673992729,In Transit,0.00
SHP00003363,O00003889,2025-01-12,,DHL,TRK20127071922,In Transit,149.00
SHP00003364,O00003891,2024-04-30,,Delhivery,TRK44945600939,In Transit,149.00
SHP00003365,O00003892,2026-03-01,2026-03-05,FedEx,TRK38301214431,Delivered,79.00
SHP00003366,O00003893,2025-01-03,,DHL,TRK14730184146,Processing,99.00
SHP00003367,O00003894,2025-01-11,2025-01-15,India Post,TRK55051317237,Delivered,79.00
SHP00003368,O00003895,2025-05-16,2025-05-23,FedEx,TRK57750690210,Delivered,149.00
SHP00003369,O00003896,2025-06-12,,FedEx,TRK43456849023,Processing,49.00
SHP00003370,O00003897,2024-04-11,,DTDC,TRK32493897370,Processing,99.00
SHP00003371,O00003898,2024-12-20,,FedEx,TRK54242617866,In Transit,99.00
SHP00003372,O00003899,2024-09-05,2024-09-11,DTDC,TRK49569130044,Delivered,49.00
SHP00003373,O00003900,2024-10-05,2024-10-10,BlueDart,TRK33128871046,Delivered,0.00
SHP00003374,O00003902,2025-11-26,,India Post,TRK56615533989,Processing,149.00
SHP00003375,O00003903,2025-03-04,,Delhivery,TRK17125896389,In Transit,149.00
SHP00003376,O00003904,2024-11-02,2024-11-05,Delhivery,TRK41833691889,Delivered,-25.00
SHP00003377,O00003905,2025-09-25,2025-10-02,FedEx,TRK50987549306,Delivered,0.00
SHP00003378,O00003906,2026-04-22,2026-04-29,BlueDart,TRK46408250962,Delivered,99.00
SHP00003379,O00003908,2024-04-11,2024-04-17,Delhivery,TRK22336751837,Delivered,49.00
SHP00003380,O00003909,2024-12-29,2025-01-01,India Post,TRK85383518796,Delivered,99.00
SHP00003381,O00003910,2024-01-04,2024-01-09,DTDC,TRK13128357151,Delivered,79.00
SHP00003382,O00003911,2025-05-31,2025-06-05,BlueDart,TRK25673204518,Delivered,99.00
SHP00003383,O00003912,2024-05-23,2024-05-24,DHL,TRK95289887245,Delivered,99.00
SHP00003384,O00003913,2025-02-03,2025-02-10,BlueDart,TRK41488594264,Delivered,0.00
SHP00003385,O00003914,2025-05-10,2025-05-12,Delhivery,TRK10161635028,Delivered,0.00
SHP00003386,O00003915,2025-08-07,2025-08-13,FedEx,TRK25487311836,Delivered,49.00
SHP00003387,O00003916,2024-02-25,2024-02-27,BlueDart,TRK26930897560,Delivered,99.00
SHP00003388,O00003917,2026-05-22,2026-05-29,Delhivery,TRK36600039152,Delivered,99.00
SHP00003389,O00003918,2024-01-09,,FedEx,TRK39708745047,Processing,99.00
SHP00003390,O00003919,2026-01-19,2026-01-25,India Post,TRK91084626746,Delivered,149.00
SHP00003391,O00003920,2024-01-20,,DHL,TRK26726093034,In Transit,149.00
SHP00003392,O00003921,2025-03-17,2025-03-20,DHL,TRK96182574378,Delivered,79.00
SHP00003393,O00003922,2024-07-05,2024-07-06,FedEx,TRK76441169343,Delivered,99.00
SHP00003394,O00003923,2025-12-07,2025-12-13,India Post,TRK56746874463,Delivered,0.00
SHP00003395,O00003924,2025-01-03,2025-01-07,India Post,TRK17274093753,Delivered,99.00
SHP00003396,O00003925,2025-07-02,2025-07-06,FedEx,TRK86287455002,Delivered,99.00
SHP00003397,O00003926,2024-12-26,,dtdc,TRK30675289330,In Transit,149.00
SHP00003398,O00003927,2026-04-28,2026-05-04,Delhivery,TRK93444006087,Delivered,99.00
SHP00003399,O00003928,2024-09-26,2024-09-28,India Post,TRK24585500754,Delivered,49.00
SHP00003400,O00003929,2024-11-26,,India Post,TRK63766561901,In Transit,0.00
SHP00003401,O00003930,2026-04-06,2026-04-07,BlueDart,,Delivered,0.00
SHP00003402,O00003932,2025-07-15,2025-07-18,Delhivery,TRK12776332496,Delivered,149.00
SHP00003403,O00003933,2025-01-26,,BlueDart,TRK13895046364,Processing,149.00
SHP00003404,O00003934,2024-11-11,,FedEx,TRK35875931670,In Transit,149.00
SHP00003405,O00003935,2025-11-29,,India Post,TRK43899624106,In Transit,79.00
SHP00003406,O00003936,2025-10-16,,Delhivery,TRK42303116681,Processing,49.00
SHP00003407,O00003938,2024-07-01,2024-07-05,DTDC,TRK74591015437,Delivered,0.00
SHP00003408,O00003939,2025-06-18,,Delhivery,TRK10007383199,Processing,49.00
SHP00003409,O00003940,2025-02-04,,DHL,TRK95235296078,In Transit,79.00
SHP00003410,O00003941,2025-09-06,,FedEx,TRK13904963688,Processing,0.00
SHP00003411,O00003942,2026-02-07,,DTDC,TRK96334054433,Processing,49.00
SHP00003412,O00003943,2024-08-09,2024-08-14,India Post,TRK13107244978,Delivered,149.00
SHP00003413,O00003944,2026-01-14,2026-01-18,India Post,TRK25270552683,Delivered,0.00
SHP00003414,O00003945,2026-01-04,2026-01-10,FedEx,TRK68811291016,Delivered,0.00
SHP00003415,O00003946,2025-05-24,2025-05-30,India Post,TRK17410342877,Delivered,49.00
SHP00003416,O00003947,2025-05-26,2025-05-31,India Post,TRK71737939040,Delivered,49.00
SHP00003417,O00003949,2024-09-10,2024-09-11,Delhivery,TRK91318388187,Delivered,49.00
SHP00003418,O00003950,2024-04-05,2024-04-11,Delhivery,TRK37661772975,Delivered,0.00
SHP00003419,O00003951,2026-04-24,,FedEx,TRK24664716056,Processing,149.00
SHP00003420,O00003953,2024-10-09,,BlueDart,TRK46450408012,Processing,0.00
SHP00003421,O00003954,2025-11-24,2025-11-27,FedEx,TRK46575155738,Delivered,99.00
SHP00003422,O00003956,2026-03-26,2026-03-29,Delhivery,TRK81130046369,Delivered,0.00
SHP00003423,O00003957,2024-12-28,2025-01-04,BlueDart,TRK73009660545,Delivered,0.00
SHP00003424,O00003960,2026-01-02,2026-01-05,India Post,TRK83887780445,Delivered,99.00
SHP00003425,O00003961,2024-12-03,2024-12-05,DHL,TRK92690380610,Delivered,149.00
SHP00003426,O00003962,2024-09-08,2024-09-12,India Post,TRK99938044544,Delivered,79.00
SHP00003427,O00003964,2025-11-26,2025-11-29,FedEx,TRK11904610769,Delivered,0.00
SHP00003428,O00003965,2025-08-21,2025-08-26,India Post,TRK92628568293,Delivered,149.00
SHP00003429,O00003966,2024-09-07,2024-09-14,DTDC,TRK38359690729,Delivered,99.00
SHP00003430,O00003967,2024-04-07,,Delhivery,TRK24939754972,Processing,79.00
SHP00003431,O00003968,2024-04-07,,DTDC,TRK16992556388,In Transit,49.00
SHP00003432,O00003969,2024-01-29,,Delhivery,TRK14136807776,In Transit,149.00
SHP00003433,O00003970,2024-12-12,,Delhivery,TRK60065989992,Processing,0.00
SHP00003434,O00003971,2026-05-20,,DTDC,TRK51755992871,Processing,99.00
SHP00003435,O00003972,2026-05-18,,FedEx,TRK34663586825,Processing,79.00
SHP00003436,O00003973,2026-03-21,2026-03-26,FedEx,TRK96825859837,Delivered,79.00
SHP00003437,O00003974,2025-12-02,2025-12-06,Delhivery,TRK57695856003,Delivered,149.00
SHP00003438,O00003975,2024-06-11,2024-06-17,India Post,TRK97995004351,Delivered,0.00
SHP00003439,O00003976,2024-01-08,,DTDC,TRK23832533635,In Transit,99.00
SHP00003440,O00003977,2026-06-24,,india post,TRK70937129026,In Transit,149.00
SHP00003441,O00003978,2024-02-12,2024-02-19,India Post,TRK81870311626,Delivered,99.00
SHP00003442,O00003979,2024-11-07,,DHL,TRK44561964599,In Transit,99.00
SHP00003443,O00003980,2024-01-05,,Delhivery,TRK48603194514,In Transit,49.00
SHP00003444,O00003981,2025-07-30,2025-08-01,DTDC,TRK96094637912,Delivered,149.00
SHP00003445,O00003982,2025-08-18,2025-08-24,DTDC,TRK23776657902,Delivered,0.00
SHP00003446,O00003983,2025-02-06,,Delhivery,TRK55080256512,Processing,49.00
SHP00003447,O00003984,2024-12-25,,India Post,TRK53918926371,In Transit,0.00
SHP00003448,O00003985,2024-07-03,2024-07-07,BlueDart,TRK19278005312,Delivered,79.00
SHP00003449,O00003986,2025-01-21,2025-01-24,Delhivery,TRK57646897338,Delivered,99.00
SHP00003450,O00003987,2026-01-25,2026-01-28,DHL,TRK26666466833,Delivered,149.00
SHP00003451,O00003988,2024-07-03,2024-07-04,FedEx,TRK91484967970,Delivered,149.00
SHP00003452,O00003990,2025-09-20,2025-09-25,India Post,TRK41338622455,Delivered,99.00
SHP00003453,O00003991,2024-12-10,2024-12-12,DTDC,TRK41785087363,Delivered,99.00
SHP00003454,O00003992,2024-05-12,,India Post,TRK85947695727,In Transit,0.00
SHP00003455,O00003993,2024-06-02,,DHL,TRK27102799497,Processing,149.00
SHP00003456,O00003995,2025-01-04,2025-01-11,India Post,TRK16672414929,Delivered,99.00
SHP00003457,O00003996,2024-01-16,,India Post,TRK67795377068,In Transit,0.00
SHP00003458,O00003997,2024-07-04,2024-07-05,FedEx,TRK65609259228,Delivered,149.00
SHP00003459,O00003998,2025-10-23,2025-10-28,FedEx,TRK90316891895,Delivered,99.00
SHP00003460,O00004001,2024-07-11,2024-07-16,BlueDart,TRK82998291925,Delivered,79.00
SHP00003461,O00004002,2025-08-22,,BlueDart,TRK63456117340,In Transit,149.00
SHP00003462,O00004003,2024-07-10,,DTDC,TRK87738091587,Processing,0.00
SHP00003463,O00004004,2024-09-24,,DTDC,TRK45216738726,In Transit,99.00
SHP00003464,O00004005,2024-05-05,,DTDC,TRK92217792555,In Transit,49.00
SHP00003465,O00004006,2026-05-25,2026-05-26,DTDC,TRK97659725539,Delivered,149.00
SHP00003466,O00004007,2025-11-26,,Delhivery,TRK66283054899,Processing,149.00
SHP00003467,O00004008,2026-06-29,2026-07-06,DHL,TRK41338610127,Delivered,99.00
SHP00003468,O00004009,2026-06-17,2026-06-19,DHL,TRK68077705162,Delivered,0.00
SHP00003469,O00004010,2024-05-23,2024-05-25,India Post,TRK26125997621,Delivered,149.00
SHP00003470,O00004011,2025-11-09,2025-11-15,DHL,TRK58596740602,Delivered,99.00
SHP00003471,O00004012,2025-04-30,2025-05-01,DHL,TRK68171882241,Delivered,79.00
SHP00003472,O00004013,2024-04-11,2024-04-18,DHL,TRK84804641054,Delivered,79.00
SHP00003473,O00004015,2024-12-01,2024-12-04,India Post,TRK97660040321,Delivered,99.00
SHP00003474,O00004017,2026-03-02,2026-03-05,DHL,TRK24785242098,LOST??,149.00
SHP00003475,O00004019,2026-05-06,,India Post,TRK96689414665,Processing,99.00
SHP00003476,O00004020,2026-01-04,2026-01-10,DTDC,TRK84484652943,Delivered,79.00
SHP00003477,O00004021,2024-03-17,2024-03-22,Delhivery,TRK64327870797,Delivered,149.00
SHP00003478,O00004022,2026-03-25,2026-03-30,Delhivery,TRK71316072180,Delivered,149.00
SHP00003479,O00004023,2024-03-02,2024-03-06,India Post,TRK48523754014,Delivered,49.00
SHP00003480,O00004024,2024-04-16,,DTDC,TRK69191066898,Processing,0.00
SHP00003481,O00004025,2026-01-19,,Delhivery,TRK98337701210,Processing,79.00
SHP00003482,O00004026,2026-05-22,2026-05-26,FedEx,TRK41768303656,Delivered,49.00
SHP00003483,O00004027,2024-01-24,2024-01-28,india post,TRK76689280373,Delivered,99.00
SHP00003484,O00004028,2025-10-03,2025-10-07,BlueDart,TRK36852931626,Delivered,149.00
SHP00003485,O00004029,2026-01-26,2026-02-02,FedEx,TRK25966763448,Delivered,79.00
SHP00003486,O00004030,2024-11-26,2024-11-30,DTDC,TRK48254139350,Delivered,149.00
SHP00003487,O00004031,2024-04-25,,DHL,TRK72277897138,Processing,79.00
SHP00003488,O00004032,2024-03-23,2024-03-30,DTDC,TRK82355049899,Delivered,149.00
SHP00003489,O00004033,2025-09-16,,BlueDart,TRK68649646028,In Transit,0.00
SHP00003490,O00004034,2026-06-25,2026-06-29,FedEx,TRK79894351837,Delivered,49.00
SHP00003491,O00004035,2026-02-11,2026-02-13,BlueDart,TRK35526988091,Delivered,0.00
SHP00003492,O00004036,2026-01-10,2026-01-11,FedEx,TRK42533412335,Delivered,79.00
SHP00003493,O00004037,2025-12-15,2025-12-17,DTDC,TRK19896071627,Delivered,0.00
SHP00003494,O00004039,2026-04-21,2026-04-22,BlueDart,TRK26369191095,Delivered,149.00
SHP00003495,O00004040,2025-05-27,,BlueDart,TRK13902431614,In Transit,0.00
SHP00003496,O00004041,2025-08-03,2025-08-07,DTDC,TRK52641652213,Delivered,99.00
SHP00003497,O00004042,2024-05-01,,DHL,TRK30224935543,In Transit,49.00
SHP00003498,O00004043,2025-02-22,2025-02-27,FedEx,TRK39590681419,Delivered,79.00
SHP00003499,O00004044,2025-09-15,,BlueDart,TRK69529660944,In Transit,79.00
SHP00003500,O00004045,2026-05-22,2026-05-27,India Post,TRK46456881572,Delivered,0.00
SHP00003501,O00004046,2025-08-27,,BlueDart,TRK92347042701,Processing,149.00
SHP00003502,O00004047,2024-11-07,2024-11-10,BlueDart,TRK93536737219,Delivered,49.00
SHP00003503,O00004048,2024-06-13,2024-06-16,India Post,TRK53391600051,Delivered,99.00
SHP00003504,O00004050,2026-04-29,2026-05-06,FedEx,TRK20359394328,Delivered,49.00
SHP00003505,O00004052,2024-09-07,2024-09-13,FedEx,TRK32284176661,Delivered,99.00
SHP00003506,O00004053,2025-02-26,,BlueDart,TRK33812188158,In Transit,149.00
SHP00003507,O00004054,2024-12-25,2024-12-23,Delhivery,TRK34998873419,Delivered,79.00
SHP00003508,O00004055,2026-06-08,,Delhivery,TRK20849847419,In Transit,99.00
SHP00003509,O00004056,2026-01-29,,Delhivery,TRK88672228793,Processing,149.00
SHP00003510,O00004057,2024-01-25,,BlueDart,TRK64891109551,In Transit,99.00
SHP00003511,O00004058,2026-04-27,2026-05-02,DTDC,TRK70933631894,Delivered,79.00
SHP00003512,O00004059,2024-12-30,2025-01-02,FedEx,TRK48081886937,Delivered,99.00
SHP00003513,O00004061,2025-12-16,2025-12-20,DTDC,TRK59074009076,Delivered,49.00
SHP00003514,O00004062,2025-09-18,,Delhivery,TRK36555486642,Processing,79.00
SHP00003515,O00004063,2024-01-26,,India Post,TRK60359464674,Processing,0.00
SHP00003516,O00004064,2025-02-02,,DHL,TRK41549348494,Processing,149.00
SHP00003517,O00004065,2025-03-17,2025-03-21,Delhivery,TRK61631998934,Delivered,99.00
SHP00003518,O00004066,2024-08-11,2024-08-18,DHL,TRK33859824062,Delivered,49.00
SHP00003519,O00004067,2025-07-17,2025-07-18,DTDC,TRK74611964623,Delivered,0.00
SHP00003520,O00004068,2025-08-03,,DTDC,TRK41497838219,In Transit,99.00
SHP00003521,O00004069,2024-02-26,,FedEx,TRK80669468132,Processing,0.00
SHP00003522,O00004073,2024-12-21,,DTDC,TRK69724711098,Processing,79.00
BADSHIP3523,O00004074,2026-01-20,,BlueDart,TRK30794111110,In Transit,79.00
SHP00003524,O00004076,2024-12-03,2024-12-05,BlueDart,TRK44980101285,Delivered,49.00
SHP00003525,O00004077,2025-04-13,2025-04-19,DTDC,TRK82133085652,Delivered,49.00
SHP00003526,O00004078,2024-02-24,2024-03-02,india post,TRK44987920845,Delivered,149.00
SHP00003527,O00004079,2024-12-05,,DTDC,TRK72940825240,Processing,49.00
SHP00003528,O00004080,2025-05-25,2025-05-31,DHL,TRK51637451193,Delivered,0.00
SHP00003529,O00004081,2024-04-28,,Delhivery,TRK39512691041,Processing,99.00
SHP00003530,O00004083,2024-04-03,2024-04-05,DHL,TRK48225302427,Delivered,79.00
SHP00003531,O00004084,2024-05-08,2024-05-14,Delhivery,TRK86989848510,Delivered,79.00
SHP00003532,O00004085,2024-12-27,,DTDC,TRK51334903588,Processing,79.00
SHP00003533,O00004086,2024-03-18,2024-03-24,India Post,TRK93404830068,Delivered,149.00
SHP00003534,O00004088,2026-05-13,,DTDC,TRK34421284721,Processing,49.00
SHP00003535,O00004089,2024-12-17,2024-12-24,DHL,TRK42398619420,Delivered,149.00
SHP00003536,O00004090,2025-12-02,2025-12-04,FedEx,TRK50326226956,Delivered,149.00
SHP00003537,O00004091,2026-03-06,2026-03-12,Delhivery,TRK98910347915,Delivered,49.00
SHP00003538,O00004092,2026-03-09,2026-03-13,Delhivery,TRK75769416433,Delivered,149.00
SHP00003539,O00004093,2024-08-30,,FedEx,TRK13257918889,Processing,149.00
SHP00003540,O00004094,2025-06-14,,Delhivery,TRK10097414391,Processing,49.00
SHP00003541,O00004095,2024-02-23,2024-02-28,India Post,TRK87638713037,Delivered,0.00
SHP00003542,O00004096,2025-02-13,,FedEx,TRK70326753875,Processing,149.00
SHP00003543,O00004097,2025-05-07,2025-05-14,DTDC,TRK30299066810,Delivered,49.00
SHP00003544,O00004098,2024-06-23,2024-06-27,DTDC,TRK35756124494,Delivered,49.00
SHP00003545,O00004099,2025-08-10,2025-08-11,Delhivery,TRK35111385296,Delivered,79.00
SHP00003546,O00004100,2025-02-20,2025-02-23,DTDC,TRK90985045475,Delivered,79.00
SHP00003547,O00004102,2024-09-17,2024-09-18,FedEx,TRK86649901035,Delivered,79.00
SHP00003548,O00004103,2024-02-05,2024-02-09,DTDC,TRK92796946667,Delivered,79.00
SHP00003549,O00004104,2024-06-13,2024-06-19,India Post,TRK42655314147,Delivered,79.00
SHP00003550,O00004105,2025-01-16,,FedEx,TRK62065386091,In Transit,0.00
SHP00003551,O00004106,2024-03-01,2024-03-07,FedEx,TRK60523821580,Delivered,79.00
SHP00003552,O00004107,2025-04-10,,FedEx,TRK21009981889,In Transit,79.00
SHP00003553,O00004108,2025-12-16,2025-12-18,FedEx,TRK14791897693,Delivered,149.00
SHP00003554,O00004109,2026-01-18,2026-01-20,FedEx,TRK79267983917,Delivered,79.00
SHP00003555,O00004110,2024-05-21,2024-05-25,Delhivery,TRK42085032267,Delivered,0.00
SHP00003556,O00004111,2025-05-26,,FedEx,TRK26863402254,In Transit,49.00
SHP00003557,O00004112,2026-05-06,,DHL,TRK82880642258,Processing,49.00
SHP00003558,O00004113,2025-01-20,,FedEx,TRK47979396338,In Transit,49.00
SHP00003559,O00004114,2024-05-14,2024-05-21,BlueDart,TRK83201141535,Delivered,49.00
SHP00003560,O00004116,2024-12-05,2024-12-08,BlueDart,TRK34360828543,Delivered,49.00
SHP00003561,O00004117,2025-09-19,2025-09-22,India Post,TRK19436713670,Delivered,0.00
SHP00003562,O00004118,2024-11-07,2024-11-14,BlueDart,TRK85737467227,Delivered,0.00
SHP00003563,O00004120,2024-06-17,,Delhivery,TRK32456747884,Processing,0.00
